"tract","rPov_A6to17","wPov_A6to17","nPov_A6to17","rPov_A5","wPov_A5","nPov_A5","rPov_Alt5","wPov_Alt5","nPov_Alt5","rBirths_A15to19","wBirths_A15to19","nBirths_A15to19","nAll"
"251500",0.30949105914718,727,225,NA,0,0,0.274647887323944,284,78,0,180,0,4084
"251600",0.370535714285714,672,249,0.732394366197183,71,52,0.302325581395349,258,78,0.146153846153846,130,19,3689
"251700",0.639896373056995,386,247,1,62,62,0.731182795698925,186,136,0.136842105263158,95,13,1805
"251800",0.479166666666667,1008,483,0.595744680851064,94,56,0.609433962264151,530,323,0,237,0,5069
"251900",0.565830721003135,1276,722,0.860927152317881,151,130,0.671497584541063,621,417,0,319,0,5999
"252000",0.336468885672938,1382,465,0,96,0,0.446153846153846,455,203,0.137724550898204,501,69,6368
"252101",0.260606060606061,165,43,0,9,0,0.142011834319527,169,24,0,36,0,1787
"252102",0.640334572490706,1076,689,0.540540540540541,37,20,0.419475655430712,534,224,0,242,0,5888
"252201",0.722846441947566,267,193,NA,0,0,0.716599190283401,247,177,0,75,0,3007
"252202",0.397540983606557,976,388,0.316239316239316,117,37,0.546931407942238,554,303,0,155,0,4871
"260100",0.80188679245283,106,85,1,26,26,0.843283582089552,134,113,0,49,0,1047
"260200",0.517374517374517,259,134,0.555555555555556,9,5,0.768707482993197,147,113,0,37,0,1266
"260300",0.61864406779661,354,219,0,22,0,0.617647058823529,102,63,0,87,0,1483
"260400",0.726890756302521,238,173,0.533333333333333,45,24,0.877697841726619,278,244,0,39,0,1567
"260500",0.554317548746518,359,199,0.416666666666667,24,10,0.455555555555556,90,41,0.222222222222222,54,12,1837
"260600",0.546439628482972,646,353,1,47,47,0.688073394495413,218,150,0,119,0,2592
"260700",0.662280701754386,456,302,0.592592592592593,27,16,0.60082304526749,243,146,0,62,0,2147
"260800",0.607936507936508,630,383,0.769230769230769,26,20,0.763358778625954,131,100,0.248175182481752,137,34,2494
"260900",0.419540229885057,348,146,NA,0,0,0.641711229946524,187,120,0,129,0,1858
"261000",0.530097087378641,515,273,0.82258064516129,62,51,0.73186119873817,317,232,0,59,0,2594
"270500",0.596199524940618,421,251,0.421052631578947,19,8,0.502325581395349,215,108,0,87,0,1929
"271200",0.525773195876289,194,102,1,5,5,0.875,72,63,0,49,0,1104
"271300",0.603703703703704,270,163,0.830508474576271,59,49,0.803921568627451,102,82,0,30,0,1169
"271400",0.338709677419355,186,63,1,11,11,0.73469387755102,49,36,0,50,0,1151
"271500",0.695121951219512,246,171,0,10,0,0.296875,64,19,0.30952380952381,42,13,1286
"271800",0.585526315789474,304,178,0.476190476190476,21,10,0.777777777777778,99,77,0,67,0,1230
"280100",0,33,0,0,19,0,0,307,0,NA,0,0,6524
"280400",0.479452054794521,292,140,0.35,40,14,0.505050505050505,99,50,0,162,0,1366
"280800",0.544871794871795,156,85,0.764705882352941,17,13,0.602941176470588,68,41,0,12,0,850
"280900",0.831460674157303,178,148,0.217391304347826,23,5,1,61,61,0,38,0,790
"281900",NA,0,0,0,18,0,0,181,0,NA,0,0,4820
"282700",0.533123028391167,317,169,NA,0,0,0.395348837209302,172,68,0,136,0,2402
"282800",0,107,0,0,16,0,0,95,0,0,14,0,1565
"283100",0.506493506493506,385,195,0.782608695652174,46,36,0.474654377880184,217,103,0.0979020979020979,143,14,2758
"283200",0.282608695652174,184,52,0,11,0,0.241379310344828,58,14,0,29,0,1481
"283800",0.218446601941748,412,90,0,33,0,0.146245059288538,253,37,0,70,0,3367
"290900",0.6703146374829,731,490,0.903225806451613,93,84,0.634057971014493,276,175,0,121,0,3449
"291200",0.544077134986226,726,395,0.56,25,14,0.460227272727273,176,81,0.0354609929078014,141,5,2368
"291600",0.537313432835821,67,36,0.571428571428571,21,12,0.592592592592593,54,32,0,32,0,804
"292200",0.613945578231292,588,361,0.676470588235294,34,23,0.255813953488372,129,33,0.0469314079422383,277,13,2866
"292400",0.62987012987013,616,388,0.583333333333333,24,14,0.523809523809524,147,77,0,77,0,2124
"292500",0.596122778675283,619,369,0.576923076923077,104,60,0.592436974789916,476,282,0.136690647482014,278,38,4276
"300500",0.317894736842105,475,151,0.446428571428571,56,25,0.388157894736842,456,177,0,141,0,3015
"300600",0.336431226765799,538,181,0.602564102564103,78,47,0.360824742268041,291,105,0,205,0,3398
"300700",0.669990029910269,1003,672,0.53921568627451,102,55,0.551724137931034,464,256,0,111,0,4694
"300800",0.516822429906542,1070,553,0.68,75,51,0.744047619047619,336,250,0.0444444444444444,225,10,4674
"300900",0.660614525139665,716,473,0.838509316770186,161,135,0.583333333333333,168,98,0,163,0,3963
"301100",0.447077409162717,633,283,0.796296296296296,54,43,0.524421593830334,389,204,0.0540540540540541,148,8,3182
"301200",0.543230016313214,613,333,0.544776119402985,134,73,0.496703296703297,455,226,0,56,0,3518
"301600",0.543640897755611,802,436,0,35,0,0.780684104627767,497,388,0,205,0,4513
"301701",0.430217669654289,781,336,0,33,0,0.396436525612472,449,178,0.0595238095238095,168,10,3744
"301702",0.631233595800525,762,481,0,12,0,0.49702380952381,336,167,0.0921985815602837,141,13,3694
"301801",0.391304347826087,920,360,0,5,0,0.657355679702048,537,353,0.261194029850746,134,35,4246
"301802",0.292867981790592,659,193,0.131386861313869,137,18,0.356807511737089,213,76,0,134,0,2897
"301803",0.574731626754748,1211,696,0.490566037735849,53,26,0.350622406639004,482,169,0.0106382978723404,282,3,5054
"310200",0.144654088050314,159,23,0,6,0,0,58,0,NA,0,0,1526
"310300",0.367741935483871,155,57,0.6875,16,11,0.102564102564103,39,4,0,27,0,1493
"310400",0.130434782608696,161,21,NA,0,0,0.159090909090909,132,21,0,60,0,1426
"310500",0.517605633802817,284,147,0.666666666666667,39,26,0.741379310344828,232,172,0,85,0,1722
"310600",0.501436781609195,696,349,0,15,0,0.763819095477387,199,152,0,123,0,5141
"310700",0.429824561403509,114,49,1,11,11,1,33,33,0,11,0,1241
"310800",0.161676646706587,668,108,0.269005847953216,171,46,0.265,400,106,0,127,0,4734
"310900",0.306434023991276,917,281,0.297297297297297,74,22,0.478365384615385,416,199,0,142,0,5065
"320100",0,59,0,0,75,0,0,408,0,0,110,0,10534
"320400",0,5,0,NA,0,0,0,17,0,0,474,0,2523
"320600",0.663461538461538,104,69,NA,0,0,0.490196078431373,204,100,0,77,0,4451
"330100",0.0729613733905579,932,68,0.187845303867403,181,34,0.135278514588859,1131,153,0,306,0,17582
"330200",0.0261780104712042,382,10,0,58,0,0,308,0,0,74,0,3756
"340300",0.127572016460905,243,31,NA,0,0,0.04,100,4,0,61,0,1734
"340400",0.287671232876712,146,42,0.723076923076923,65,47,0.666666666666667,30,20,0,40,0,1740
"340500",0.028735632183908,174,5,0,9,0,0,46,0,0,21,0,1688
"340600",0.888489208633094,278,247,1,10,10,0.875,112,98,0.233333333333333,60,14,1066
"350100",0,38,0,NA,0,0,0,61,0,0,40,0,1989
"350400",0.726161369193154,409,297,1,23,23,0.722972972972973,148,107,0,68,0,1379
"351000",0.194736842105263,380,74,NA,0,0,0,140,0,0,19,0,4022
"351100",0.895,400,358,0.94,50,47,1,127,127,0,77,0,1656
"351400",0.794019933554817,301,239,0.877551020408163,49,43,0.822916666666667,96,79,0,24,0,1551
"351500",0,39,0,0,4,0,0,11,0,0,7,0,415
"360200",0.469767441860465,430,202,0.727272727272727,55,40,0.653846153846154,78,51,0,83,0,1616
"380100",0.344569288389513,267,92,1,51,51,0.427083333333333,96,41,0,55,0,1822
"380200",0.109195402298851,174,19,NA,0,0,0.458333333333333,72,33,0.357142857142857,28,10,1752
"380500",0.25,144,36,0,7,0,0.328571428571429,70,23,0,63,0,820
"380700",0.539130434782609,115,62,0,9,0,0.132075471698113,53,7,0,21,0,1216
"381200",0,156,0,NA,0,0,0.23,200,46,0,88,0,1946
"381400",0.387417218543046,302,117,0.659090909090909,44,29,0.295454545454545,132,39,0,48,0,1746
"381500",0.422222222222222,45,19,1,4,4,0.4375,16,7,0.346153846153846,26,9,250
"381700",NA,0,0,NA,0,0,NA,0,0,NA,0,0,0
"381800",0.788732394366197,71,56,1,13,13,0.144329896907216,97,14,0,25,0,1102
"381900",0.272251308900524,191,52,0,13,0,0.450980392156863,51,23,0,77,0,1293
"390100",0.0518134715025907,193,10,0,27,0,0.099236641221374,131,13,0,30,0,1386
"390200",0.647959183673469,196,127,NA,0,0,0.0838709677419355,155,13,0,44,0,1637
"390300",0.575418994413408,537,309,0.5,38,19,0.821637426900585,342,281,0.164705882352941,85,14,2909
"390400",0.354066985645933,418,148,1,52,52,0.467391304347826,92,43,0,12,0,2524
"390500",0.2152466367713,223,48,0.152173913043478,46,7,0.348623853211009,109,38,0.45,20,9,1643
"390600",0,239,0,0,10,0,0.125925925925926,135,17,0,39,0,1976
"390700",0,334,0,NA,0,0,0.0704845814977974,227,16,0,34,0,6142
"400300",0.428030303030303,264,113,0.4,25,10,0.903508771929825,114,103,0,17,0,1329
"400400",0.405555555555556,360,146,1,26,26,0.683098591549296,142,97,0,67,0,1661
"400500",0.644067796610169,649,418,0.885245901639344,61,54,0.643884892086331,278,179,0,105,0,2422
"400800",0.656641604010025,798,524,1,34,34,0.633879781420765,366,232,0,70,0,2839
"410100",0.67948717948718,156,106,NA,0,0,0.21875,128,28,0,21,0,1956
"410200",0.481481481481481,54,26,0,14,0,0.224489795918367,98,22,0,88,0,1248
"410500",0.254237288135593,236,60,0,33,0,0.401129943502825,177,71,0,69,0,2630
"410600",0.0787878787878788,165,13,0,69,0,0.248,125,31,0,66,0,2365
"410700",0,64,0,NA,0,0,0,54,0,0,27,0,1959
"410800",0.250580046403712,431,108,NA,0,0,0.251748251748252,286,72,0,67,0,3201
"410900",0.205020920502092,239,49,0,21,0,0,127,0,0,84,0,2923
"411000",0,140,0,NA,0,0,0.493670886075949,79,39,0,62,0,3313
"411100",0,255,0,NA,0,0,0,103,0,0,139,0,2246
"411200",0.076530612244898,196,15,NA,0,0,0.219512195121951,82,18,0.05,60,3,1691
"420100",0.615384615384615,182,112,0,47,0,0.352272727272727,88,31,0,9,0,1224
"420200",0.222560975609756,328,73,NA,0,0,0.188172043010753,186,35,0.304347826086957,69,21,1707
"420300",0.372413793103448,145,54,1,10,10,0.382716049382716,81,31,0,350,0,2275
"420400",0.846846846846847,111,94,NA,0,0,0.603603603603604,111,67,0,29,0,1216
"420500",0.719072164948454,388,279,1,22,22,0.779527559055118,127,99,0,71,0,2099
"420600",0.772373540856031,514,397,1,47,47,0.833333333333333,162,135,0.166666666666667,102,17,2056
"420700",0.607438016528926,484,294,0.490909090909091,55,27,0.633484162895928,221,140,0,174,0,3050
"420800",0.589981447124304,539,318,0.342857142857143,35,12,0.464968152866242,157,73,0.027027027027027,185,5,2292
"421200",0.510703363914373,327,167,0.636363636363636,44,28,0.425287356321839,87,37,0,41,0,1707
"430101",0.41203007518797,665,274,0.705128205128205,78,55,0.40377358490566,265,107,0,214,0,3913
"430102",0.210743801652893,242,51,0,54,0,0.379084967320261,306,116,0,105,0,3414
"430200",0.555288461538462,832,462,0.335570469798658,149,50,0.870689655172414,464,404,0,185,0,4927
"430300",0.536741214057508,626,336,0.233333333333333,30,7,0.554140127388535,157,87,0,136,0,2262
"430400",0.6875,464,319,0.688524590163934,61,42,0.664383561643836,146,97,0,273,0,3119
"430500",0.478502080443828,721,345,0.545454545454545,22,12,0.827044025157233,318,263,0,159,0,3661
"430600",0.326388888888889,288,94,0,13,0,0.333333333333333,186,62,0,63,0,1742
"430700",0.878453038674033,181,159,0.466666666666667,15,7,0.669064748201439,139,93,0.338983050847458,59,20,2480
"430800",0.458646616541353,133,61,NA,0,0,0.598540145985402,137,82,1,9,9,1692
"430900",0.255952380952381,168,43,0.727272727272727,22,16,0.907894736842105,76,69,0,31,0,1345
"431200",0.0850340136054422,588,50,0,17,0,0.336734693877551,98,33,0,47,0,3291
"431301",0.501831501831502,546,274,1,23,23,0.771014492753623,345,266,0,173,0,3421
"431302",0.322632423756019,623,201,0.544642857142857,112,61,0.315789473684211,190,60,0.155660377358491,212,33,3401
"431400",0.448871181938911,753,338,1,13,13,0.391304347826087,322,126,0.119170984455959,193,23,5850
"440101",0.42152466367713,669,282,0.319148936170213,47,15,0.618025751072961,233,144,0.096969696969697,165,16,3747
"440102",0.410652920962199,582,239,0.741935483870968,31,23,0.573684210526316,190,109,0,125,0,3156
"440201",0.554513481828839,853,473,0.404761904761905,84,34,0.454301075268817,372,169,0,105,0,5343
"440202",0.374727668845316,459,172,0,21,0,0.428571428571429,168,72,0,157,0,3604
"440300",0,434,0,NA,0,0,0,173,0,0,81,0,4455
"440600",0.270358306188925,307,83,NA,0,0,0.3375,80,27,0,99,0,2056
"440700",0.242774566473988,173,42,1,15,15,0.560975609756098,82,46,0.535714285714286,28,15,1501
"440800",0.647435897435897,312,202,0,18,0,0.758064516129032,124,94,0,25,0,1777
"440900",0.123636363636364,550,68,0,26,0,0.0757575757575758,132,10,0,124,0,2480
"450300",0.348130841121495,428,149,0.6875,32,22,0.131386861313869,137,18,0,99,0,3716
"460100",0.346002621231979,763,264,0.5,68,34,0.477031802120141,283,135,0.0916030534351145,131,12,3614
"460200",0.640866873065015,323,207,0.373493975903614,83,31,0.363380281690141,355,129,0,59,0,2626
"460301",0.313775510204082,392,123,1,46,46,0.940789473684211,152,143,0,105,0,2639
"460302",0.546979865771812,596,326,0.924242424242424,66,61,0.408496732026144,306,125,0.113636363636364,132,15,3506
"460400",0.361419068736142,451,163,0,35,0,0,184,0,0,79,0,3154
"460500",0.325966850828729,543,177,0.402439024390244,82,33,0.18,200,36,0,123,0,4798
"460600",0.44,175,77,1,20,20,0.531645569620253,79,42,0,43,0,1107
"460700",0.710772833723653,854,607,1,108,108,0.861042183622829,403,347,0,41,0,2901
"461000",0.42320819112628,293,124,0,26,0,0.684931506849315,219,150,0.197530864197531,81,16,2034
"470100",0.651685393258427,445,290,0,15,0,0.536082474226804,97,52,0.198581560283688,141,28,2618
"480100",0.417910447761194,268,112,1,4,4,0,40,0,0,45,0,2045
"480200",0.305555555555556,144,44,0,4,0,0.388888888888889,54,21,0.0645161290322581,62,4,1157
"480300",0.391489361702128,235,92,NA,0,0,1,14,14,0,32,0,1192
"480400",0.0697305863708399,631,44,0,138,0,0.088,250,22,0,134,0,6106
"480500",0.320754716981132,477,153,0.222222222222222,45,10,0.323232323232323,99,32,0.0594059405940594,101,6,2900
"490300",0.328571428571429,420,138,0.226415094339623,53,12,0.365384615384615,52,19,0,113,0,2290
"490400",0.152866242038217,157,24,0,6,0,0,16,0,0,9,0,972
"490500",0.0933734939759036,332,31,0,13,0,0.177215189873418,79,14,0,132,0,2340
"490600",0.368686868686869,198,73,0.614035087719298,57,35,0,50,0,0,34,0,1452
"490700",0.551724137931034,522,288,0,16,0,0.434782608695652,69,30,0,129,0,2888
"490800",0.382882882882883,666,255,0,29,0,0.274509803921569,102,28,0,198,0,3769
"490901",0.488709677419355,620,303,NA,0,0,0.355670103092784,388,138,0.387931034482759,232,90,4215
"490902",0.162043795620438,685,111,0,166,0,0.130208333333333,192,25,0.133333333333333,270,36,4825
"491000",0.617897727272727,1408,870,0.43859649122807,57,25,0.620418848167539,382,237,0.154471544715447,369,57,5536
"491100",0.249114521841795,847,211,1,30,30,0.37956204379562,274,104,0,158,0,4577
"491200",0.240740740740741,486,117,1,13,13,0.21105527638191,199,42,0.16304347826087,92,15,2746
"491300",0.622691292875989,379,236,1,25,25,0.703389830508475,118,83,0,226,0,2343
"491400",0.55625,320,178,1,28,28,0.458781362007168,279,128,0.291044776119403,134,39,2698
"500100",0.466307277628032,371,173,0.535714285714286,28,15,0.413793103448276,116,48,0,50,0,3314
"500200",0.629251700680272,294,185,0.61038961038961,77,47,0.634408602150538,186,118,0,60,0,2091
"500300",0.216346153846154,208,45,1,3,3,0.285714285714286,84,24,0.245283018867925,53,13,1565
"510100",0.236494597839136,833,197,0,56,0,0.217054263565891,258,56,0,92,0,3646
"510200",0.372413793103448,435,162,0,11,0,0.355263157894737,76,27,0,88,0,2655
"510300",0.352422907488987,908,320,1,11,11,0.522959183673469,392,205,0.120603015075377,199,24,6037
"520100",0.551505546751189,631,348,0.364406779661017,118,43,0.56390977443609,133,75,0,128,0,2278
"520200",0.570488721804511,1064,607,0.324675324675325,77,25,0.60556464811784,611,370,0.0920502092050209,239,22,3987
"520300",0.352446483180428,1308,461,0.372727272727273,110,41,0.477430555555556,576,275,0,149,0,6116
"520400",0.134642356241234,713,96,0,39,0,0.269430051813472,193,52,0,190,0,3735
"520500",0.145499383477189,811,118,0,13,0,0.32295719844358,257,83,0,184,0,4613
"520600",0.279346210995542,673,188,0.142857142857143,49,7,0.0862068965517241,174,15,0,117,0,3010
"530100",0.547314578005115,391,214,1,12,12,0.687116564417178,163,112,0,55,0,2091
"530200",0.758620689655172,1102,836,0.940119760479042,167,157,0.714754098360656,305,218,0.025974025974026,231,6,4893
"530300",0.479663394109397,713,342,0,37,0,0.507204610951009,347,176,0,163,0,4453
"530400",0.183006535947712,306,56,0.194444444444444,36,7,0.380434782608696,92,35,0,110,0,2017
"530501",0.502088554720134,1197,601,0.365384615384615,52,19,0.926966292134832,178,165,0,312,0,5192
"530502",0.198275862068966,232,46,0,5,0,0.397590361445783,83,33,0,27,0,1495
"530503",0.535600425079702,941,504,1,31,31,0.542857142857143,140,76,0,230,0,5147
"530600",0.68956043956044,364,251,0.813953488372093,43,35,0.911764705882353,238,217,0,71,0,2872
"540101",0.714285714285714,1393,995,1,102,102,0.863861386138614,404,349,0,252,0,3922
"540102",0.56782334384858,634,360,0.784090909090909,88,69,0.595238095238095,462,275,0.0824742268041237,97,8,3268
"550100",0.283643892339545,966,274,0,57,0,0.395309882747069,597,236,0,159,0,6759
"550200",0.1,350,35,0,90,0,0,144,0,0,67,0,2579
"560100",0.52020202020202,198,103,0,19,0,0.145833333333333,48,7,0,9,0,1263
"560200",0.0991735537190083,242,24,0,26,0,0.39344262295082,122,48,0,81,0,1510
"560300",0.0952380952380952,567,54,0,92,0,0.0701754385964912,171,12,0.104166666666667,192,20,3174
"560400",0.156,250,39,0.269230769230769,26,7,0.116279069767442,86,10,0.138888888888889,72,10,1417
"560700",0.0188284518828452,478,9,0,54,0,0.119834710743802,242,29,0,162,0,3486
"560800",0,718,0,0,114,0,0.0337078651685393,445,15,0,120,0,5937
"560900",0.0664993726474278,797,53,0,72,0,0,176,0,0,152,0,5377
"561000",0.234856535600425,941,221,NA,0,0,0.0783132530120482,166,13,0,275,0,4892
"561100",0.0280373831775701,856,24,0,83,0,0,401,0,0,277,0,5816
"570100",0.476510067114094,149,71,0.307692307692308,26,8,0.10126582278481,79,8,0,23,0,1296
"570200",0.135338345864662,266,36,0,2,0,0.243243243243243,111,27,0,58,0,1878
"570300",0.316417910447761,1340,424,0.312977099236641,131,41,0.188976377952756,635,120,0.036231884057971,276,10,6337
"570400",0.178885630498534,341,61,0.607142857142857,28,17,0.0779220779220779,154,12,0,119,0,1933
"570500",0.197435897435897,390,77,NA,0,0,0.301652892561983,242,73,0,79,0,2554
"580100",0.557761732851986,554,309,0.181818181818182,66,12,0.245989304812834,187,46,0,132,0,2996
"580200",0.314814814814815,648,204,0,128,0,0.225,120,27,0,200,0,3382
"580300",0.30718954248366,459,141,0.634146341463415,41,26,0.0695652173913043,115,8,0,87,0,2334
"580400",0.262527233115468,918,241,0.126984126984127,63,8,0.162698412698413,252,41,0,139,0,4051
"580501",0.448888888888889,675,303,1,21,21,0.51195219123506,502,257,0.130681818181818,176,23,5059
"580502",0.206467661691542,804,166,0.14,50,7,0.255079006772009,443,113,0.0597014925373134,268,16,4893
"580600",0.323415265200517,1546,500,0,31,0,0.353233830845771,402,142,0.0995024875621891,201,20,5824
"580700",0.296473401075912,1673,496,0.384615384615385,104,40,0.441964285714286,448,198,0.0271739130434783,368,10,6292
"580800",0.376657824933687,377,142,0.555555555555556,18,10,0.514851485148515,202,104,0,40,0,1661
"590500",0.297297297297297,259,77,0.441860465116279,43,19,0.304,125,38,0,27,0,1842
"590600",0.25576289791438,911,233,1,9,9,0.264840182648402,219,58,0,168,0,3954
"590700",0.370805369127517,596,221,0.27536231884058,69,19,0.301818181818182,275,83,0,102,0,3234
"600400",0.403225806451613,558,225,0.285714285714286,28,8,0.311418685121107,289,90,0,141,0,4748
"600600",0.539325842696629,356,192,1,13,13,0,56,0,0,84,0,2494
"600700",0.13903743315508,187,26,0,8,0,0.339393939393939,165,56,0,108,0,2200
"600900",0.17680608365019,526,93,0.484848484848485,33,16,0.207317073170732,246,51,0,15,0,3658
"610300",0.394934333958724,1066,421,0.472868217054264,129,61,0.50693374422188,649,329,0,236,0,5717
"610400",0.610983981693364,437,267,1,34,34,0.317647058823529,255,81,0,43,0,1897
"610800",0.304195804195804,286,87,0,22,0,0.361904761904762,105,38,0,78,0,1549
"611000",0.523255813953488,258,135,0.642857142857143,70,45,1,63,63,0,53,0,1188
"611100",0.569468267581475,583,332,0.6875,48,33,0.641833810888252,349,224,0.26027397260274,146,38,2658
"611200",0.571739130434783,460,263,0.516129032258065,31,16,0.688118811881188,202,139,0.142857142857143,35,5,2340
"611300",0.542503863987635,647,351,0,13,0,0.601307189542484,153,92,0,102,0,2768
"611400",0.480986639260021,973,468,0.546875,64,35,0.364102564102564,195,71,0,276,0,3544
"611500",0.257785467128028,578,149,0.122448979591837,49,6,0.197115384615385,208,41,0.0617283950617284,162,10,2978
"611600",0.390625,320,125,0.323529411764706,34,11,0.710144927536232,138,98,0.141304347826087,92,13,1529
"611700",0.59409594095941,271,161,0.714285714285714,21,15,0.957055214723926,163,156,0,38,0,1335
"611800",0.710823909531502,619,440,0.573770491803279,61,35,0.685106382978723,235,161,0,178,0,2443
"611900",0.539301310043668,458,247,0.384615384615385,13,5,0.580882352941177,272,158,0,83,0,2154
"612000",0.531034482758621,290,154,0.105263157894737,19,2,0.674242424242424,132,89,0.216216216216216,74,16,1586
"612100",0.180327868852459,122,22,0,10,0,0.787234042553192,47,37,0,53,0,1068
"620100",0.325524044389642,811,264,0.315789473684211,95,30,0.404199475065617,381,154,0.0786026200873362,229,18,4765
"620200",0.322134387351779,506,163,NA,0,0,0,93,0,0,49,0,2443
"620300",0.076814658210007,1419,109,0.292993630573248,157,46,0.210869565217391,460,97,0.0720461095100865,347,25,7050
"620400",0.303478260869565,1150,349,0.109375,64,7,0.165775401069519,187,31,0.0467625899280576,278,13,4907
"630100",0.453441295546559,247,112,0.473684210526316,19,9,0.480769230769231,104,50,0,45,0,1135
"630200",0.303030303030303,528,160,0.828571428571429,35,29,0.601769911504425,113,68,0,102,0,2217
"630300",0.266616878267364,1339,357,0,100,0,0.29940119760479,334,100,0.0753424657534247,292,22,5332
"630400",0.394598155467721,1518,599,0.587301587301587,63,37,0.346333853354134,641,222,0.0813953488372093,344,28,6835
"630500",0.269492808478425,1321,356,0.271844660194175,103,28,0.296099290780142,564,167,0.0792838874680307,391,31,6663
"630800",0.35413744740533,1426,505,0.242307692307692,260,63,0.488505747126437,696,340,0.0599250936329588,267,16,7456
"630900",0.39697950377562,927,368,0.48,100,48,0.363636363636364,341,124,0,272,0,5188
"640100",0,126,0,NA,0,0,0,134,0,0,62,0,1230
"640300",0.0233426704014939,1071,25,0,48,0,0.0224719101123595,534,12,0,233,0,6947
"640400",0.201051248357424,761,153,0,8,0,0,136,0,0,91,0,3653
"640500",0.0682352941176471,425,29,1,29,29,0,188,0,0,52,0,3183
"640600",0.370510396975425,529,196,0,17,0,0.230923694779116,498,115,0,130,0,4432
"640700",0.167857142857143,560,94,0.0898876404494382,89,8,0.250737463126844,339,85,0,121,0,3235
"640800",0.170028818443804,347,59,0.346153846153846,26,9,0.342342342342342,111,38,0,95,0,1772
"650100",0.296632124352332,772,229,0.293333333333333,75,22,0.433048433048433,351,152,0,148,0,4510
"650200",0.286725663716814,1695,486,0,140,0,0.407345575959933,599,244,0,258,0,7628
"650301",0.21927374301676,1432,314,0.150793650793651,126,19,0.0497237569060773,362,18,0,330,0,5744
"650302",0.27891156462585,735,205,0.206106870229008,131,27,0.225225225225225,222,50,0,169,0,4148
"650400",0.209333333333333,1500,314,0.409090909090909,132,54,0.414141414141414,693,287,0,294,0,7284
"650500",0.304498269896194,867,264,0,12,0,0.0531400966183575,207,11,0,157,0,4163
"660301",0.410714285714286,448,184,0,65,0,0.6375,240,153,0,91,0,1790
"660302",0.26224566691786,1327,348,0.191176470588235,136,26,0.444444444444444,459,204,0.039039039039039,333,13,5554
"660400",0.389944819129368,1631,636,0,58,0,0.463562753036437,494,229,0.0970873786407767,309,30,5975
"660500",0.436230706742486,1231,537,0.235294117647059,85,20,0.285714285714286,504,144,0,283,0,5702
"660600",0.406987724268178,1059,431,0.55,60,33,0.639468690702087,527,337,0,384,0,6164
"660700",0.6232741617357,507,316,0.558139534883721,43,24,0.541095890410959,146,79,0,173,0,2677
"660800",0.574789915966387,1190,684,0.766467065868264,167,128,0.482119205298013,755,364,0,212,0,6517
"660900",0.525280898876405,712,374,0.655737704918033,61,40,0.821428571428571,364,299,0.15,160,24,4357
"661000",0.448167539267016,955,428,0.257575757575758,66,17,0.316929133858268,508,161,0.131004366812227,229,30,5717
"661100",0.30464135021097,1185,361,0.176470588235294,85,15,0.36150234741784,426,154,0.0773809523809524,336,26,6029
"670100",0.541371158392435,423,229,0.848484848484849,33,28,0.76056338028169,142,108,0.0560747663551402,107,6,1601
"670200",0.319796954314721,197,63,0.576923076923077,26,15,0.590909090909091,66,39,0,26,0,985
"670300",0.697278911564626,294,205,0.789473684210526,19,15,0.691176470588235,136,94,0,43,0,1381
"670400",0.806451612903226,310,250,1,18,18,0.785046728971963,107,84,0.160714285714286,112,18,1858
"670500",0.752136752136752,234,176,0,6,0,1,16,16,0.321428571428571,28,9,1040
"670600",0.644859813084112,214,138,NA,0,0,0.838235294117647,136,114,0,73,0,1636
"670700",0.635204081632653,392,249,0.76271186440678,59,45,0.712230215827338,139,99,0,51,0,1547
"670800",0.489296636085627,327,160,1,32,32,0.53030303030303,132,70,0,83,0,1688
"670900",0.35,280,98,NA,0,0,0,73,0,0,51,0,1496
"671100",0.76063829787234,376,286,0.277777777777778,36,10,0.678571428571429,140,95,0.345794392523364,107,37,1486
"671200",0.565217391304348,207,117,1,9,9,0.72463768115942,69,50,0,53,0,1063
"671300",0.569553805774278,381,217,0.870967741935484,31,27,0.627659574468085,94,59,0.0694444444444444,72,5,2190
"671400",0.429787234042553,235,101,0.266666666666667,15,4,0.246575342465753,73,18,0,81,0,1864
"671500",0.581308411214953,535,311,0.540540540540541,37,20,0.619246861924686,239,148,0.157142857142857,140,22,3254
"671600",0.534883720930233,301,161,0.673913043478261,46,31,0.676190476190476,105,71,0,68,0,2291
"671800",0.337016574585635,181,61,1,21,21,0.558823529411765,34,19,0,36,0,1139
"671900",0.223107569721116,251,56,0,24,0,0.424242424242424,33,14,0,23,0,1313
"672000",0.11371237458194,598,68,0,89,0,0.0935251798561151,278,26,0,95,0,4148
"680500",0.78743961352657,207,163,0.682926829268293,41,28,0.902777777777778,144,130,0,70,0,1285
"680600",0.598070739549839,311,186,1,26,26,0.779310344827586,145,113,0,74,0,1594
"680900",0.558746736292428,383,214,0.660714285714286,56,37,0.511400651465798,307,157,0,162,0,3389
"681000",0.717902350813743,553,397,0.25,20,5,0.705223880597015,268,189,0,155,0,2873
"681100",0.53323029366306,647,345,0.277777777777778,54,15,0.70873786407767,309,219,0,95,0,3583
"681200",0.585603112840467,514,301,0.465116279069767,43,20,0.690789473684211,152,105,0.116279069767442,86,10,2375
"681300",0.579787234042553,376,218,0,46,0,0.822115384615385,208,171,0,67,0,2409
"681400",0.480769230769231,676,325,0.772727272727273,44,34,0.666666666666667,120,80,0,132,0,2898
