"tract","rPov_A6to17","wPov_A6to17","nPov_A6to17","rPov_A5","wPov_A5","nPov_A5","rPov_Alt5","wPov_Alt5","nPov_Alt5","rBirths_A15to19","wBirths_A15to19","nBirths_A15to19","nAll"
"690300",0.46916890080429,373,175,0.75,48,36,0.5,142,71,0.318181818181818,66,21,2284
"690400",0.593607305936073,657,390,0.810810810810811,37,30,0.397849462365591,93,37,0.20952380952381,105,22,3581
"690500",0.286885245901639,122,35,1,4,4,0.881481481481482,135,119,0,15,0,952
"690900",0.744730679156909,854,636,0,20,0,0.545454545454545,154,84,0.0752351097178683,319,24,4442
"691000",0.29296875,512,150,0,7,0,0.428571428571429,140,60,0,109,0,2703
"691100",0.554276315789474,608,337,1,27,27,0.847352024922118,321,272,0.18944099378882,322,61,3209
"691200",0.636998254799302,573,365,1,41,41,0.927038626609442,233,216,0,101,0,2975
"691300",0.125799573560768,469,59,0,20,0,0.0764331210191083,314,24,0,66,0,2842
"691400",0.348275862068965,290,101,0,35,0,0.485148514851485,101,49,0,62,0,2716
"691500",0.531818181818182,440,234,NA,0,0,0.730769230769231,260,190,0,77,0,2124
"700100",0.39917695473251,729,291,0,103,0,0.653284671532847,274,179,0,144,0,3486
"700200",0.201434159061278,1534,309,0,58,0,0.251768033946252,707,178,0,337,0,6868
"700301",0.368380062305296,1284,473,0,80,0,0.257281553398058,412,106,0,245,0,5796
"700302",0.304298642533937,884,269,0,27,0,0.101190476190476,336,34,0,140,0,5686
"700401",0.17332035053554,1027,178,1,25,25,0,435,0,0,108,0,6261
"700402",0.142020497803807,683,97,0.0784313725490196,102,8,0.151162790697674,172,26,0.0666666666666667,270,18,3840
"700501",0,1061,0,0,118,0,0,205,0,0,219,0,7871
"700502",0,454,0,0,19,0,0.0355029585798817,169,6,0,122,0,3001
"710100",0.573275862068966,232,133,1,10,10,0.696682464454976,211,147,0,57,0,1406
"710200",0.493913043478261,1150,568,0.135593220338983,118,16,0.608158220024722,809,492,0.106122448979592,245,26,5845
"710300",0.313807531380753,239,75,1,21,21,0.225,80,18,0,92,0,1365
"710400",0.468562874251497,668,313,0.684210526315789,57,39,0.477011494252874,174,83,0,179,0,5092
"710500",0.33695652173913,828,279,0.422535211267606,71,30,0.495652173913044,230,114,0,159,0,4136
"710600",0.441926345609065,353,156,0.18,50,9,0.51063829787234,188,96,0,62,0,1803
"710700",0.436123348017621,454,198,0,11,0,0.747368421052632,95,71,0,122,0,2695
"710800",0,490,0,0,29,0,0.0353535353535354,396,14,0,96,0,4917
"710900",0.760747663551402,535,407,0.481481481481481,54,26,0.8,125,100,0.0526315789473684,171,9,2491
"711000",0.488805970149254,536,262,0.361702127659574,47,17,0.635135135135135,222,141,0,105,0,3445
"711100",0.498098859315589,526,262,0.709677419354839,31,22,0.42483660130719,153,65,0,203,0,3136
"711200",0.404509283819629,754,305,0,52,0,0.457894736842105,190,87,0,186,0,4928
"711300",0.515418502202643,227,117,0.68,25,17,0.492537313432836,67,33,0,44,0,1580
"711400",0.6875,336,231,1,6,6,0.886363636363636,88,78,0.12962962962963,54,7,2249
"711500",0.372832369942197,346,129,0.545454545454545,11,6,0.607929515418502,227,138,0,147,0,2523
"720100",0,502,0,0,45,0,0,319,0,0,65,0,3685
"720200",0.0895741556534508,681,61,0,49,0,0.115523465703971,277,32,0,173,0,4344
"720300",0,733,0,0,107,0,0,174,0,0,208,0,3672
"720400",0,391,0,0,33,0,0,107,0,0,53,0,1974
"720500",0,398,0,0,31,0,0,128,0,0,84,0,2189
"720600",0,303,0,0,32,0,0,134,0,0,37,0,1709
"720700",0,505,0,0,61,0,0,179,0,0.126865671641791,134,17,3429
"730100",0.339622641509434,371,126,0,28,0,0.06,50,3,0,117,0,2548
"730201",0.309859154929577,852,264,0.257142857142857,140,36,0.385496183206107,262,101,0,199,0,5824
"730202",0.332089552238806,536,178,1,35,35,0.479166666666667,48,23,0,90,0,3479
"730300",0.534591194968553,159,85,0,12,0,0.229508196721311,61,14,0,50,0,983
"730400",0.245231607629428,367,90,0,8,0,0.0608695652173913,115,7,0,176,0,3801
"730500",0.0201793721973094,446,9,NA,0,0,0,226,0,0,228,0,4323
"730600",0.162162162162162,370,60,0.323529411764706,68,22,0.534883720930233,43,23,0.175257731958763,97,17,3218
"730700",0.606606606606607,333,202,NA,0,0,0.0981308411214953,214,21,0,138,0,2259
"740100",0.104683195592287,363,38,0,22,0,0,306,0,0,46,0,2805
"740200",0,1014,0,0,24,0,0,449,0,0,399,0,6307
"740300",0,853,0,0,61,0,0,270,0,0,159,0,4436
"740400",0.0180790960451977,885,16,0,64,0,0.032171581769437,373,12,0,129,0,4809
"750100",0.322077922077922,770,248,0.270833333333333,48,13,0.44375,160,71,0.155339805825243,103,16,4411
"750200",0.0325865580448065,491,16,0,14,0,0.0487804878048781,123,6,0,90,0,2875
"750300",0.0658174097664544,471,31,0,46,0,0,248,0,0,65,0,2657
"750400",0.0184804928131417,487,9,0,56,0,0,214,0,0,150,0,3187
"750500",0.382687927107062,878,336,NA,0,0,0.343333333333333,300,103,0,254,0,6369
"750600",0.726537216828479,618,449,0.166666666666667,54,9,0.381625441696113,283,108,0.0625,176,11,3705
"760801",0.517730496453901,423,219,0,24,0,0.53781512605042,476,256,0,4,0,4399
"760802",0.303249097472924,277,84,0,7,0,0.160714285714286,56,9,0,9,0,2401
"760803",0.439618644067797,944,415,0.492753623188406,69,34,0.395077720207254,772,305,0,137,0,7343
"770201",0.0841514726507714,713,60,0,22,0,0,269,0,0,176,0,5640
"770202",0.033195020746888,723,24,0,85,0,0,125,0,0,80,0,4936
"770300",0.181008902077151,1011,183,0,78,0,0,449,0,0,190,0,7282
"770400",0.10981697171381,601,66,0.304878048780488,82,25,0.361990950226244,442,160,0,119,0,4716
"770500",0.357442348008386,954,341,1,56,56,0.429223744292237,438,188,0,129,0,4073
"770601",0.303703703703704,405,123,0,17,0,0,154,0,0,17,0,3163
"770602",0.373401534526854,782,292,0.227272727272727,44,10,0.443076923076923,325,144,0,175,0,4733
"770700",0.184049079754601,326,60,0.611111111111111,36,22,0.210144927536232,138,29,0,53,0,2590
"770800",0.0530846484935438,697,37,0,126,0,0.1985559566787,277,55,0,76,0,5860
"770901",0.104166666666667,624,65,0,3,0,0.23828125,256,61,0,143,0,5237
"770902",0.0705882352941176,340,24,0,72,0,0,88,0,0,59,0,3363
"800100",0.0187319884726225,694,13,0,5,0,0,111,0,0,96,0,2593
"800200",0.0268172194777699,1417,38,0,69,0,0,427,0,0,79,0,6231
"800300",0,747,0,0,36,0,0,253,0,0,217,0,3310
"800400",0.0135287485907554,887,12,0,64,0,0.0391459074733096,281,11,0,143,0,3716
"800500",0.0439404677533664,1411,62,0,85,0,0.0485175202156334,371,18,0,173,0,5266
"800600",0,781,0,0.0851063829787234,47,4,0.0377358490566038,106,4,0,134,0,2598
"800700",0,1129,0,0,154,0,0,310,0,0,196,0,5050
"800800",0.0559796437659033,393,22,1,11,11,0,26,0,0,63,0,2157
"800900",0.0612980769230769,832,51,0,62,0,0,230,0,0,98,0,4583
"801000",0.0623115577889447,995,62,0,74,0,0.0353982300884956,226,8,0,112,0,4805
"801100",0,1082,0,0,52,0,0,387,0,0,91,0,4622
"801200",0,709,0,0,6,0,0,130,0,0,143,0,3454
"801300",0.0214477211796247,1119,24,0,125,0,0,194,0,0,100,0,4605
"801400",0,634,0,0,35,0,0,160,0,0,80,0,3017
"801500",0,1230,0,0.151162790697674,86,13,0,171,0,0,177,0,6735
"801601",0,646,0,0,87,0,0,181,0,0,91,0,4342
"801603",0.171666666666667,600,103,0.542056074766355,107,58,0.331707317073171,205,68,0,54,0,3872
"801605",0.0548571428571429,875,48,0,107,0,0,144,0,0,196,0,5421
"801606",0.0928792569659443,969,90,0,47,0,0,158,0,0,191,0,5830
"801607",0.0911270983213429,834,76,0,10,0,0.255725190839695,262,67,0,166,0,5349
"801608",0.0546762589928058,695,38,0,29,0,0,341,0,0,105,0,6308
"801701",0.0319767441860465,688,22,0,12,0,0,250,0,0,138,0,3590
"801702",0.0897177419354839,992,89,0,156,0,0,401,0,0,149,0,4893
"801800",0.0414041404140414,1111,46,0.225806451612903,62,14,0.0466666666666667,150,7,0,165,0,5444
"801901",0.016728624535316,538,9,NA,0,0,0,315,0,0,70,0,4342
"801902",0,676,0,0,61,0,0,186,0,0,238,0,3334
"802002",0.0153256704980843,1044,16,0.11965811965812,117,14,0.154929577464789,284,44,0,207,0,5475
"802003",0.306889352818372,479,147,0,28,0,0.275700934579439,214,59,0,82,0,2785
"802004",0.159334126040428,841,134,0,64,0,0.155367231638418,354,55,0,166,0,5554
"802100",0,837,0,0,68,0,0.0583941605839416,137,8,0,84,0,3335
"802200",0.0113636363636364,880,10,0,29,0,0,194,0,0,129,0,4182
"802300",0.0363466915191053,1073,39,0,42,0,0,302,0,0,138,0,5174
"802402",0.215867158671587,542,117,0.674509803921569,255,172,0.539047619047619,525,283,0,84,0,5453
"802403",0,73,0,NA,0,0,0,63,0,0,16,0,1457
"802404",0.217680608365019,1052,229,0.069364161849711,173,12,0.123931623931624,468,58,0,185,0,7385
"802503",0.197986577181208,596,118,0.537190082644628,121,65,0.258160237388724,337,87,0,116,0,5512
"802504",0.03739982190561,1123,42,0,68,0,0.0779661016949153,295,23,0,258,0,6676
"802505",0.260981912144703,1161,303,0.101321585903084,227,23,0.154905335628227,581,90,0,134,0,6888
"802506",0.249427917620137,437,109,1,45,45,0.112781954887218,266,30,0,41,0,2904
"802605",0,772,0,0,94,0,0,382,0,0,117,0,7204
"802607",0,192,0,0,4,0,0,96,0,0,68,0,1329
"802608",0.0140449438202247,712,10,0,41,0,0.0572390572390572,297,17,0,210,0,6465
"802609",0.284253578732106,978,278,0.37962962962963,108,41,0.359060402684564,596,214,0,114,0,6477
"802610",0,239,0,NA,0,0,0,51,0,0,98,0,1614
"802701",0.0873261205564142,1294,113,0.0630630630630631,111,7,0.0599455040871935,367,22,0,147,0,6715
"802702",0.0206766917293233,532,11,0,89,0,0,243,0,0,176,0,4718
"802801",0.0744797371303395,913,68,0,55,0,0.172316384180791,354,61,0,215,0,5105
"802802",0.0341959334565619,1082,37,0,46,0,0,441,0,0,184,0,6468
"802900",0.0304054054054054,888,27,0,120,0,0,476,0,0,200,0,6052
"803005",0.0218978102189781,411,9,0.529411764705882,17,9,0.314285714285714,105,33,0,71,0,2744
"803007",0.0199081163859112,653,13,0,62,0,0,154,0,0,77,0,4802
"803008",0.0276625172890733,723,20,0,60,0,0,314,0,0,144,0,4542
"803010",0.0413694721825963,701,29,0,69,0,0,310,0,0,90,0,4698
"803012",0.036144578313253,332,12,0,6,0,0,118,0,0,17,0,2319
"803013",0.0404624277456647,519,21,0.0897435897435897,78,7,0.114754098360656,366,42,0,134,0,5269
"803014",0,313,0,0,32,0,0.0310344827586207,290,9,0,66,0,3296
"803015",0.0235294117647059,595,14,0,27,0,0,121,0,0,136,0,4535
"803016",0.0595238095238095,336,20,0,31,0,0,196,0,0,42,0,2361
"803017",0.0225806451612903,620,14,0,21,0,0,263,0,0,227,0,5504
"803100",0.0106100795755968,754,8,0,50,0,0.09375,128,12,0,140,0,3331
"803200",0.0250297973778308,839,21,0.190909090909091,110,21,0,312,0,0,219,0,5898
"803300",0,648,0,0,12,0,0,389,0,0,206,0,5729
"803400",0.0892857142857143,1176,105,0,94,0,0.0679012345679012,324,22,0,225,0,6197
"803500",0.0671704450041982,1191,80,0,82,0,0,415,0,0,235,0,6327
"803603",0.0212765957446809,1363,29,0,17,0,0,295,0,0,301,0,6725
"803604",0.0956749672346003,763,73,0,33,0,0,201,0,0,187,0,4450
"803605",0.176881303335919,1289,228,0.234567901234568,81,19,0.20137299771167,437,88,0,308,0,7462
"803606",0.479872459147071,2509,1204,0.182857142857143,175,32,0.465011286681716,886,412,0,213,0,9166
"803607",0.0392953929539295,738,29,0,12,0,0.0277777777777778,360,10,0,174,0,5046
"803608",0.107344632768362,1416,152,0,32,0,0,480,0,0,256,0,7773
"803610",0.153483992467043,1062,163,0,152,0,0.135761589403974,604,82,0,170,0,7491
"803611",0.181372549019608,816,148,0,128,0,0.297520661157025,484,144,0.112852664576803,319,36,5881
"803612",0.427320490367776,571,244,0.403846153846154,52,21,0.222614840989399,283,63,0,50,0,3606
"803701",0,173,0,0,32,0,0.0988142292490119,253,25,0,42,0,2658
"803702",0.0420054200542005,738,31,0,23,0,0,403,0,0,149,0,5952
"803800",0.0834932821497121,1042,87,0,51,0,0.0688405797101449,276,19,0,118,0,5000
"803901",0.125490196078431,255,32,0,70,0,0.046875,192,9,0,30,0,3363
"803902",0,537,0,0.325581395348837,86,28,0.101382488479263,217,22,0,69,0,3710
"804000",0.106666666666667,525,56,0.375,16,6,0.0229885057471264,261,6,0,199,0,4487
"804102",0.0165041260315079,1333,22,0,41,0,0.129943502824859,177,23,0,224,0,6621
"804104",0.0516746411483254,1045,54,0,72,0,0.103626943005181,193,20,0,183,0,5079
"804105",0.0476190476190476,798,38,0,33,0,0,253,0,0,159,0,4320
"804106",0.0196820590461771,1321,26,0.43859649122807,57,25,0.0234113712374582,299,7,0,251,0,7009
"804108",0.0686274509803922,204,14,0,73,0,0,302,0,0,38,0,3815
"804109",0,443,0,0,31,0,0,74,0,0,71,0,2992
"804201",0.0693000693000693,1443,100,0,113,0,0.420664206642066,271,114,0,263,0,7989
"804202",0.00700770847932726,1427,10,0,117,0,0,369,0,0,234,0,7838
"804305",0.0516949152542373,1180,61,0,111,0,0,536,0,0,374,0,7962
"804306",0.0653133274492498,1133,74,0,103,0,0.03515625,512,18,0,389,0,6138
"804308",0.10261569416499,497,51,0,39,0,0.043343653250774,323,14,0,59,0,5157
"804309",0.093984962406015,532,50,0,22,0,0.148854961832061,262,39,0,110,0,2957
"804310",0.016164994425864,1794,29,0,101,0,0.0334261838440111,359,12,0,131,0,9358
"804311",0.115176151761518,1476,170,0.201492537313433,134,27,0.0445765230312036,673,30,0,250,0,8507
"804403",0.18413597733711,1059,195,0,20,0,0.410804020100502,796,327,0,115,0,6834
"804404",0.147526501766784,1132,167,0,69,0,0,487,0,0,53,0,5326
"804405",0.501333333333333,750,376,0.556818181818182,88,49,0.27124773960217,553,150,0,64,0,3376
"804406",0.0931558935361217,1052,98,0.227586206896552,145,33,0.0491493383742911,529,26,0,192,0,6194
"804505",0.0366032210834553,683,25,0,52,0,0.0763358778625954,131,10,0,178,0,3652
"804506",0.00946372239747634,951,9,0,55,0,0,212,0,0,145,0,4988
"804507",0.0491715660074826,1871,92,0.13448275862069,290,39,0.0191339375629406,993,19,0,325,0,12552
"804508",0.658490566037736,530,349,0.259259259259259,27,7,0.301255230125523,239,72,0,84,0,2469
"804509",0.215463917525773,970,209,0,60,0,0.329694323144105,458,151,0,248,0,5594
"804510",0.134685010861694,1381,186,0,115,0,0.407017543859649,570,232,0,317,0,6713
"804511",0.287610619469027,452,130,0.225806451612903,31,7,0.280645161290323,310,87,0,109,0,2643
"804603",0.110344827586207,725,80,0.119402985074627,67,8,0.216828478964401,309,67,0,171,0,5285
"804606",0,1110,0,0,91,0,0,437,0,0,244,0,7363
"804607",0.0254652301665034,1021,26,0,57,0,0.221875,320,71,0,237,0,6870
"804608",0.079295154185022,454,36,0,58,0,0.523076923076923,130,68,0,76,0,3612
"804609",0.0765370138017566,797,61,0,80,0,0,267,0,0,164,0,5739
"804610",0,268,0,0,37,0,0,124,0,0,64,0,2348
"804611",0.182608695652174,460,84,0,18,0,0.053639846743295,261,14,0,135,0,4437
"804701",0.181166837256909,977,177,0.5,108,54,0.0527156549520767,626,33,0,115,0,6794
"804705",0.303514376996805,626,190,0.348837209302326,43,15,0.094488188976378,254,24,0,63,0,3937
"804706",0.046831955922865,363,17,0,38,0,0,185,0,0,42,0,2506
"804709",0.0948717948717949,780,74,0,96,0,0,336,0,0,132,0,6100
"804710",0,628,0,0,26,0,0,338,0,0.134020618556701,97,13,4393
"804711",0.139734582357533,1281,179,0.331730769230769,208,69,0.146311970979444,827,121,0,210,0,8091
"804712",0.0834419817470665,767,64,0.318181818181818,66,21,0.0634573304157549,457,29,0,153,0,5609
"804713",0.0669291338582677,508,34,0,80,0,0,156,0,0,56,0,4313
"804714",0,492,0,0,27,0,0,172,0,0,121,0,3413
"804715",0.0849673202614379,612,52,0,64,0,0.118226600985222,203,24,0,147,0,3375
"804716",0.1199207135778,1009,121,0,65,0,0.139013452914798,446,62,0,113,0,5686
"804803",0.0176470588235294,680,12,0,60,0,0.0756880733944954,436,33,0,177,0,5805
"804804",0.232407407407407,1080,251,0,13,0,0,537,0,0,173,0,6897
"804805",0.0499609679937549,1281,64,0.0981308411214953,214,21,0,231,0,0,446,0,7043
"804806",0.204545454545455,836,171,0,56,0,0.119318181818182,176,21,0.0414746543778802,217,9,3891
"804807",0.0950118764845606,842,80,0.145454545454545,55,8,0.026578073089701,301,8,0,227,0,5003
"804808",0.0931989924433249,397,37,0,46,0,0,91,0,0.0808080808080808,99,8,2555
"804809",0,654,0,0,97,0,0,152,0,0,74,0,4188
"804810",0.17965367965368,924,166,0.340909090909091,44,15,0.0906298003072197,651,59,0,156,0,7017
"804901",0.0647359454855196,1174,76,0,92,0,0.0288461538461538,312,9,0,200,0,6334
"804902",0,907,0,0,17,0,0,281,0,0,145,0,5753
"805001",0,796,0,0,57,0,0.0645161290322581,248,16,0,138,0,4856
"805002",0.0856453558504222,829,71,0,106,0,0.144886363636364,352,51,0,187,0,6647
"805105",0.395021645021645,924,365,0,53,0,0.385109114249037,779,300,0,166,0,7268
"805106",0.0931899641577061,279,26,0,11,0,0.338028169014085,213,72,0,44,0,2668
"805107",0.101785714285714,560,57,0,78,0,0.0931174089068826,741,69,0,137,0,6953
"805108",0.114978902953586,948,109,0,74,0,0.0345368916797488,637,22,0,210,0,7144
"805109",0.0769230769230769,533,41,0,44,0,0,271,0,0,112,0,4322
"805110",0,460,0,0,29,0,0,167,0,0,31,0,4214
"805111",0.181081081081081,1110,201,0,122,0,0.140495867768595,726,102,0,103,0,7548
"805112",0.0460992907801418,282,13,NA,0,0,0.135802469135802,243,33,0,30,0,2947
"805201",0.0557184750733138,341,19,0,15,0,0,94,0,0,67,0,3315
"805202",0.129084967320261,612,79,0,47,0,0.0338983050847458,354,12,0,81,0,4025
"805301",0.222811671087533,377,84,0,20,0,0.0505050505050505,198,10,0,18,0,3236
"805302",0.0720720720720721,333,24,0.164383561643836,73,12,0.104761904761905,105,11,0,71,0,3519
"805401",0.037567084078712,559,21,0,50,0,0.0493827160493827,162,8,0,91,0,3847
"805402",0.0257352941176471,544,14,0,21,0,0.074468085106383,188,14,0,131,0,4790
"805501",0.0978792822185971,613,60,0,26,0,0.134502923976608,171,23,0,118,0,3759
"805502",0.0167597765363128,895,15,0,88,0,0,126,0,0,288,0,3947
"805600",0.0473313192346425,993,47,0,74,0,0.114982578397213,287,33,0,114,0,4679
"805701",0.0186608122941822,911,17,0,34,0,0.0711864406779661,295,21,0,190,0,5151
"805702",0.0352564102564103,312,11,0,36,0,0,103,0,0,35,0,1899
"805801",0.0774907749077491,271,21,0,13,0,0.233333333333333,90,21,0,21,0,2385
"805802",0.0639899623588457,797,51,0,74,0,0,288,0,0,191,0,4939
"805901",0.0283018867924528,318,9,0,66,0,0.128676470588235,272,35,0.0793650793650794,126,10,4068
"805902",0.0782881002087683,958,75,0,33,0,0.393794749403341,419,165,0.00606060606060606,165,1,6448
"806001",0.111275964391691,674,75,0.162162162162162,74,12,0.273148148148148,432,118,0,17,0,6263
"806002",0.116838487972509,1164,136,0.647058823529412,51,33,0.128155339805825,515,66,0,103,0,7762
"806003",0.0388655462184874,952,37,0,106,0,0.079155672823219,379,30,0,196,0,7652
"806004",0.2548828125,1024,261,0,75,0,0.230283911671924,317,73,0,107,0,7671
"806102",0.0190930787589499,419,8,0,88,0,0,209,0,0,105,0,4140
"806103",0.127612761276128,909,116,0,38,0,0.15625,256,40,0,91,0,5308
"806104",0.449257425742574,808,363,0.291666666666667,120,35,0.178362573099415,342,61,0,190,0,4941
"806201",0.142857142857143,287,41,0.290322580645161,62,18,0.00854700854700855,468,4,0,56,0,4549
"806202",0.11244019138756,418,47,0,19,0,0,96,0,NA,0,0,4434
"806300",0.0106635071090047,844,9,0,27,0,0.0436893203883495,206,9,0,160,0,4843
"806400",0.0759075907590759,303,23,0,19,0,0.194570135746606,221,43,0,109,0,2459
"806501",0.0909090909090909,374,34,0,29,0,0.525773195876289,97,51,0,102,0,2519
"806502",0.128676470588235,544,70,0.0840336134453782,119,10,0.13215859030837,227,30,0,136,0,4372
"806600",0.0484848484848485,495,24,0,75,0,0.0710059171597633,169,12,0,95,0,3436
"806700",0,731,0,0.296296296296296,27,8,0.0575079872204473,313,18,0,110,0,4217
"806801",0.0194174757281553,309,6,0,24,0,0,147,0,0.37956204379562,137,52,3878
"806802",0,540,0,NA,0,0,0,68,0,0,155,0,2965
"806900",0.130841121495327,428,56,0,22,0,0,269,0,0,49,0,4685
"807000",0.255179934569248,917,234,0.235294117647059,68,16,0.297082228116711,377,112,0,233,0,5924
"807100",0.0788321167883212,685,54,0,42,0,0.0930232558139535,215,20,0,87,0,3652
"807200",0.10541586073501,1034,109,0,13,0,0.0745614035087719,228,17,0,227,0,5836
"807300",0.369942196531792,692,256,0.443396226415094,106,47,0.251533742331288,489,123,0,106,0,7425
"807400",0.282837967401726,1043,295,0.109090909090909,110,12,0.031496062992126,381,12,0.00740740740740741,270,2,6836
"807500",0,436,0,0,46,0,0,165,0,0,92,0,3437
"807600",0.133962264150943,1060,142,0.230769230769231,156,36,0,182,0,0,188,0,6366
"807700",0.437559580552908,1049,459,0.75,52,39,0.501607717041801,311,156,0,165,0,6239
"807800",0.0333333333333333,480,16,0,45,0,0,117,0,0.0680272108843537,147,10,2755
"807900",0.075968992248062,645,49,0,34,0,0,85,0,0,111,0,4074
"808001",0.0125,480,6,0,83,0,0.0357142857142857,196,7,0,78,0,3891
"808002",0.103752759381898,906,94,0.145454545454545,55,8,0.0333333333333333,210,7,0,193,0,4688
"808100",0.0555555555555556,162,9,0,9,0,0,42,0,0,10,0,3552
"808200",0.280936454849498,598,168,0.170212765957447,47,8,0.22093023255814,344,76,0,85,0,5600
"808301",0.231227651966627,839,194,0.558823529411765,68,38,0.123188405797101,276,34,0,76,0,5923
"808302",0.03125,544,17,0,15,0,0,197,0,0,87,0,3947
"808400",0.100558659217877,716,72,0,9,0,0.101973684210526,304,31,0,100,0,4387
"808500",0.0335463258785942,626,21,0,16,0,0,163,0,0,89,0,4072
"808600",0.023936170212766,376,9,0,19,0,0,83,0,0,85,0,2060
"808702",0.0784313725490196,51,4,NA,0,0,0,21,0,0,1501,0,5601
"808800",0.0518234165067179,521,27,0,25,0,0.0736842105263158,190,14,0,199,0,3693
"808900",0.0832095096582467,673,56,0,24,0,0,258,0,0,55,0,4014
"809000",0,792,0,0,94,0,0,254,0,0,87,0,4164
"809100",0.0499194847020934,621,31,0,36,0,0.0590551181102362,254,15,0,65,0,3345
"809200",0.262390670553936,1029,270,0,49,0,0.2264631043257,393,89,0,173,0,5153
"809300",0.145454545454545,385,56,0,37,0,0,93,0,0,82,0,4529
"809400",0,234,0,NA,0,0,0.314285714285714,70,22,0,24,0,5194
"809500",0,338,0,0,21,0,0.108247422680412,194,21,0,66,0,3546
"809600",0.104651162790698,430,45,0,13,0,0,201,0,0,121,0,3483
"809700",0.0803212851405622,747,60,0,67,0,0,255,0,0,213,0,3971
"809800",0,464,0,0,56,0,0,160,0,0,79,0,3025
"809900",0.0676056338028169,355,24,0,41,0,0,242,0,0,48,0,3009
"810000",0.159806295399516,413,66,0,15,0,0.143187066974596,433,62,0,101,0,4925
"810100",0.248214285714286,560,139,0.237410071942446,139,33,0.0517241379310345,406,21,0,100,0,4823
"810200",0.284883720930233,1032,294,0.105263157894737,76,8,0.105166051660517,542,57,0,175,0,5939
"810301",0.117537313432836,536,63,0,34,0,0.0670103092783505,194,13,0,47,0,3608
"810302",0.0711043872919818,661,47,0.305084745762712,59,18,0.072463768115942,138,10,0,66,0,3260
"810400",0.1210407239819,884,107,0,125,0,0,169,0,0,230,0,5381
"810501",0.233455882352941,544,127,0,13,0,0.13215859030837,227,30,0,161,0,5105
"810502",0.114285714285714,455,52,0,77,0,0.109289617486339,183,20,0,158,0,5064
"810600",0.0691489361702128,564,39,0,53,0,0.182648401826484,219,40,0,167,0,4718
"810701",0.147095179233622,809,119,0,28,0,0.0375,320,12,0,104,0,5046
"810702",0.0548245614035088,456,25,0,26,0,0.0487804878048781,205,10,0,133,0,3970
"810800",0.0116788321167883,685,8,0,19,0,0.0530120481927711,415,22,0.279279279279279,111,31,5515
"810900",0,674,0,0,31,0,0.309090909090909,110,34,0,72,0,6248
"811000",0.0936454849498328,598,56,0,46,0,0,260,0,0,124,0,4181
"811100",0.0445269016697588,539,24,1,18,18,0.232258064516129,465,108,0,215,0,6161
"811200",0.0355029585798817,845,30,0,27,0,0.357320099255583,403,144,0,85,0,5708
"811301",0.0398740818467996,953,38,0.516666666666667,60,31,0.163265306122449,245,40,0,333,0,5200
"811302",0.287861271676301,865,249,0,72,0,0.422680412371134,194,82,0.0841121495327103,107,9,3575
"811401",0.14856429463171,801,119,0,20,0,0.188630490956072,387,73,0,217,0,5177
"811402",0.18,750,135,0,76,0,0.196261682242991,214,42,0,191,0,4439
"811500",0.0991649269311065,958,95,0.6,20,12,0.318840579710145,138,44,0,208,0,5983
"811600",0.306796116504854,1030,316,0.214285714285714,84,18,0.104046242774566,173,18,0,86,0,5982
"811701",0.0793650793650794,693,55,0.56140350877193,57,32,0.497093023255814,344,171,0.111888111888112,143,16,3831
"811702",0.158050221565731,677,107,0.258620689655172,58,15,0.125,312,39,0.0402298850574713,174,7,4653
"811800",0.176616915422886,804,142,0,100,0,0.108796296296296,432,47,0,295,0,5561
"811900",0.0262443438914027,1105,29,0,79,0,0.0619834710743802,242,15,0,426,0,5935
"812000",0,960,0,0,89,0,0,287,0,0,169,0,5276
"812100",0.179257362355954,781,140,0,90,0,0.0774647887323944,284,22,0,152,0,4351
"812200",0.0470723306544202,871,41,0,79,0,0.0418848167539267,191,8,0,160,0,4162
"812301",0.18,250,45,0.36,50,18,0,230,0,0,121,0,3537
"812302",0.0792880258899676,618,49,0.35,20,7,0,94,0,0,100,0,2852
"812400",0,756,0,0,32,0,0,194,0,0,137,0,3550
"812500",0.0895522388059701,603,54,0,43,0,0.235294117647059,289,68,0,166,0,3708
"812600",0.146005509641873,363,53,0,13,0,0.0893854748603352,179,16,0,139,0,3395
"812700",0.0958605664488017,459,44,0,17,0,0,113,0,0,91,0,3155
"812801",0,143,0,0.666666666666667,39,26,0.126168224299065,214,27,0,24,0,2769
"812802",0.0366598778004073,491,18,0,17,0,0.40625,160,65,0,86,0,2713
"812900",0.14033264033264,962,135,0,85,0,0.172995780590717,474,82,0,132,0,5037
"813000",0.104166666666667,624,65,0,12,0,0.0680628272251309,191,13,0,89,0,3415
"813100",0.00919540229885057,870,8,0,93,0,0,195,0,0,166,0,4799
"813200",0.032520325203252,738,24,0,158,0,0,429,0,0,172,0,4545
"813301",0.196132596685083,724,142,0.126760563380282,71,9,0.319057815845824,467,149,0,104,0,3431
"813302",0.433051869722557,829,359,0.150793650793651,126,19,0.177018633540373,322,57,0,107,0,3772
"813400",0.316964285714286,2016,639,0.339393939393939,165,56,0.489336492890995,844,413,0,373,0,7914
"813500",0.216710182767624,1532,332,0.331658291457286,199,66,0.0855920114122682,701,60,0.278985507246377,276,77,8203
"813600",0.346600331674959,1206,418,0.578947368421053,76,44,0.197894736842105,475,94,0,260,0,5212
"813701",0.535984848484849,528,283,0.560975609756098,41,23,0.281899109792285,337,95,0,102,0,3465
